User_ID,Session_ID,Course_ID,Device_Type,Access_Time,Duration (sec),Clickstream,Prev_Courses_Completed,Feedback_Text,Course_Description,Resource_Type,Performance_Score,Engagement_Level,Recommendation_Label
U2659,S3659,C003,tablet,2025-06-14 21:26:08,1469,91,3,Excellent and very engaging content,Data Structures in Python,document,88,0.67,1
U2660,S3660,C004,mobile,2025-06-08 07:29:01,1716,76,5,Detailed explanation and examples,Linear Regression Explained,video,88,0.65,1
U2661,S3661,C002,desktop,2025-05-31 02:21:50,1026,74,4,Excellent and very engaging content,Deep Learning Basics,quiz,98,0.38,1
U2662,S3662,C003,mobile,2025-06-05 03:54:47,1162,96,5,Informative and well-paced,Data Structures in Python,quiz,89,0.56,1
U2663,S3663,C004,tablet,2025-05-26 04:40:43,431,24,1,Too basic for my level,Linear Regression Explained,quiz,52,0.05,0
U2664,S3664,C002,desktop,2025-05-29 02:16:31,1597,79,3,Very detailed and easy to follow,Deep Learning Basics,document,98,0.63,1
U2665,S3665,C003,tablet,2025-06-16 02:55:22,1529,85,4,Good pace but some examples missing,Data Structures in Python,document,99,0.65,1
U2666,S3666,C002,tablet,2025-05-25 19:57:53,1321,93,4,Informative and well-paced,Deep Learning Basics,quiz,92,0.61,1
U2667,S3667,C002,tablet,2025-05-18 04:32:37,1495,84,3,Excellent and very engaging content,Deep Learning Basics,video,82,0.63,1
U2668,S3668,C003,desktop,2025-05-28 05:14:08,584,39,0,I couldn’t understand the topic,Data Structures in Python,document,60,0.11,0
U2669,S3669,C004,mobile,2025-05-29 16:10:19,1653,60,5,Good pace but some examples missing,Linear Regression Explained,quiz,96,0.5,1
U2670,S3670,C002,mobile,2025-06-01 18:56:19,1408,100,3,Detailed explanation and examples,Deep Learning Basics,video,90,0.7,1
U2671,S3671,C003,tablet,2025-06-13 02:07:57,1759,94,3,Informative and well-paced,Data Structures in Python,quiz,81,0.83,1
U2672,S3672,C005,desktop,2025-06-02 13:51:11,487,42,0,"Not much depth, but okay",Basics of Web Development,video,47,0.1,0
U2673,S3673,C001,tablet,2025-06-03 14:08:08,584,22,0,Too fast and less interactive,Introduction to Machine Learning,video,63,0.06,0
U2674,S3674,C005,mobile,2025-05-21 10:19:54,533,27,1,Too fast and less interactive,Basics of Web Development,quiz,54,0.07,0
U2675,S3675,C001,mobile,2025-05-17 14:30:28,1074,72,4,Informative and well-paced,Introduction to Machine Learning,video,83,0.39,1
U2676,S3676,C004,desktop,2025-05-19 07:06:21,520,39,1,Needs better visuals,Linear Regression Explained,video,49,0.1,0
U2677,S3677,C005,mobile,2025-06-07 23:43:28,1114,88,5,Detailed explanation and examples,Basics of Web Development,quiz,86,0.49,1
U2678,S3678,C005,mobile,2025-06-13 14:03:48,1257,86,5,Informative and well-paced,Basics of Web Development,quiz,88,0.54,1
U2679,S3679,C002,mobile,2025-06-10 19:36:26,1526,78,5,Excellent and very engaging content,Deep Learning Basics,quiz,89,0.6,1
U2680,S3680,C002,mobile,2025-06-06 09:37:40,874,36,1,"Not much depth, but okay",Deep Learning Basics,video,60,0.16,0
U2681,S3681,C002,mobile,2025-06-04 14:27:22,821,35,1,I couldn’t understand the topic,Deep Learning Basics,video,45,0.14,0
U2682,S3682,C004,tablet,2025-05-26 15:54:20,753,30,0,Too fast and less interactive,Linear Regression Explained,video,46,0.11,0
U2683,S3683,C002,mobile,2025-05-25 05:40:19,1327,93,4,Excellent and very engaging content,Deep Learning Basics,quiz,83,0.62,1
U2684,S3684,C002,tablet,2025-06-02 04:40:34,1331,70,3,Good pace but some examples missing,Deep Learning Basics,video,92,0.47,1
U2685,S3685,C005,tablet,2025-06-07 19:16:41,828,35,1,Too basic for my level,Basics of Web Development,video,64,0.14,0
U2686,S3686,C003,mobile,2025-05-20 11:06:55,1310,83,3,Excellent and very engaging content,Data Structures in Python,quiz,89,0.54,1
U2687,S3687,C003,tablet,2025-06-15 04:37:09,615,33,1,"Not much depth, but okay",Data Structures in Python,video,64,0.1,0
U2688,S3688,C004,desktop,2025-06-14 10:55:15,1362,68,4,Very detailed and easy to follow,Linear Regression Explained,quiz,88,0.46,1
U2689,S3689,C002,desktop,2025-06-15 21:16:20,1262,78,4,Excellent and very engaging content,Deep Learning Basics,document,80,0.49,1
U2690,S3690,C004,mobile,2025-06-09 16:37:42,1756,72,3,Detailed explanation and examples,Linear Regression Explained,document,99,0.63,1
U2691,S3691,C003,desktop,2025-06-08 09:49:02,464,30,1,Needs better visuals,Data Structures in Python,document,63,0.07,0
U2692,S3692,C001,tablet,2025-05-18 16:44:01,798,27,1,Needs better visuals,Introduction to Machine Learning,document,59,0.11,0
U2693,S3693,C001,desktop,2025-05-18 22:50:22,650,28,1,Too basic for my level,Introduction to Machine Learning,video,54,0.09,0
U2694,S3694,C004,desktop,2025-05-23 05:17:00,1075,80,5,Good pace but some examples missing,Linear Regression Explained,video,93,0.43,1
U2695,S3695,C005,mobile,2025-06-15 04:12:50,1575,65,4,Excellent and very engaging content,Basics of Web Development,quiz,87,0.51,1
U2696,S3696,C005,tablet,2025-05-30 12:44:56,843,46,1,Too fast and less interactive,Basics of Web Development,video,62,0.19,0
U2697,S3697,C001,tablet,2025-05-28 23:05:33,1321,83,4,Good pace but some examples missing,Introduction to Machine Learning,document,86,0.55,1
U2698,S3698,C004,desktop,2025-06-13 21:24:53,1341,72,5,Excellent and very engaging content,Linear Regression Explained,quiz,88,0.48,1
U2699,S3699,C001,desktop,2025-05-28 18:47:53,720,33,1,"Not much depth, but okay",Introduction to Machine Learning,video,65,0.12,0
U2700,S3700,C005,desktop,2025-06-07 21:25:14,1524,83,3,Informative and well-paced,Basics of Web Development,video,98,0.63,1
U2701,S3701,C005,mobile,2025-05-23 06:54:29,1503,78,5,Very detailed and easy to follow,Basics of Web Development,quiz,90,0.59,1
U2702,S3702,C001,tablet,2025-05-30 22:24:40,871,44,0,I couldn’t understand the topic,Introduction to Machine Learning,quiz,57,0.19,0
U2703,S3703,C001,tablet,2025-05-20 14:36:56,1624,72,3,Excellent and very engaging content,Introduction to Machine Learning,document,93,0.58,1
U2704,S3704,C004,tablet,2025-05-20 11:36:27,638,22,0,Needs better visuals,Linear Regression Explained,document,60,0.07,0
U2705,S3705,C004,tablet,2025-06-05 07:19:30,1757,87,3,Detailed explanation and examples,Linear Regression Explained,document,92,0.76,1
U2706,S3706,C001,tablet,2025-05-27 23:00:14,1019,60,3,Informative and well-paced,Introduction to Machine Learning,video,90,0.31,1
U2707,S3707,C003,desktop,2025-05-22 15:45:40,1786,80,5,Good pace but some examples missing,Data Structures in Python,quiz,94,0.71,1
U2708,S3708,C003,tablet,2025-06-08 13:37:44,1156,72,3,Excellent and very engaging content,Data Structures in Python,video,86,0.42,1
U2709,S3709,C001,desktop,2025-05-24 08:34:34,1040,68,5,Very detailed and easy to follow,Introduction to Machine Learning,document,91,0.35,1
U2710,S3710,C003,desktop,2025-06-07 04:01:51,1206,79,3,Excellent and very engaging content,Data Structures in Python,video,93,0.48,1
U2711,S3711,C002,mobile,2025-05-31 22:49:47,750,23,1,"Not much depth, but okay",Deep Learning Basics,quiz,40,0.09,0
U2712,S3712,C002,mobile,2025-05-31 08:56:34,749,32,0,"Not much depth, but okay",Deep Learning Basics,quiz,46,0.12,0
U2713,S3713,C001,desktop,2025-05-21 20:05:33,1518,97,5,Very detailed and easy to follow,Introduction to Machine Learning,video,96,0.74,1
U2714,S3714,C002,desktop,2025-05-23 21:49:54,1758,98,4,Informative and well-paced,Deep Learning Basics,video,90,0.86,1
U2715,S3715,C002,desktop,2025-05-18 14:23:34,1368,90,4,Very detailed and easy to follow,Deep Learning Basics,document,96,0.62,1
U2716,S3716,C001,desktop,2025-05-26 06:28:59,730,32,0,Too basic for my level,Introduction to Machine Learning,document,51,0.12,0
U2717,S3717,C001,mobile,2025-05-31 08:09:09,1667,79,3,Informative and well-paced,Introduction to Machine Learning,document,82,0.66,1
U2718,S3718,C001,mobile,2025-06-13 14:31:15,1331,62,3,Good pace but some examples missing,Introduction to Machine Learning,quiz,87,0.41,1
U2719,S3719,C001,desktop,2025-05-26 17:32:43,1143,90,3,Detailed explanation and examples,Introduction to Machine Learning,video,81,0.51,1
U2720,S3720,C003,mobile,2025-05-19 03:43:55,1161,86,3,Detailed explanation and examples,Data Structures in Python,video,85,0.5,1
U2721,S3721,C002,mobile,2025-05-30 10:03:44,1112,70,3,Good pace but some examples missing,Deep Learning Basics,document,95,0.39,1
U2722,S3722,C004,tablet,2025-06-01 02:46:51,571,39,1,Too fast and less interactive,Linear Regression Explained,document,40,0.11,0
U2723,S3723,C001,mobile,2025-05-21 10:39:15,447,49,1,Needs better visuals,Introduction to Machine Learning,document,41,0.11,0
U2724,S3724,C005,tablet,2025-06-08 16:44:21,1161,66,3,Good pace but some examples missing,Basics of Web Development,video,91,0.38,1
U2725,S3725,C004,desktop,2025-05-30 04:04:34,787,34,1,"Not much depth, but okay",Linear Regression Explained,video,57,0.13,0
U2726,S3726,C005,tablet,2025-05-30 14:44:02,787,35,1,Too basic for my level,Basics of Web Development,quiz,44,0.14,0
U2727,S3727,C005,mobile,2025-06-11 07:07:32,1684,66,4,Detailed explanation and examples,Basics of Web Development,video,95,0.56,1
U2728,S3728,C002,desktop,2025-06-03 11:49:37,1146,74,5,Very detailed and easy to follow,Deep Learning Basics,quiz,82,0.42,1
U2729,S3729,C004,mobile,2025-06-12 22:02:21,1107,75,3,Good pace but some examples missing,Linear Regression Explained,quiz,88,0.42,1
U2730,S3730,C003,mobile,2025-05-30 09:06:30,1473,97,5,Detailed explanation and examples,Data Structures in Python,document,96,0.71,1
U2731,S3731,C002,mobile,2025-05-27 13:59:13,1677,69,5,Informative and well-paced,Deep Learning Basics,quiz,81,0.58,1
U2732,S3732,C001,desktop,2025-05-25 20:04:56,1014,69,5,Good pace but some examples missing,Introduction to Machine Learning,video,81,0.35,1
U2733,S3733,C004,mobile,2025-05-26 20:43:38,792,35,1,Needs better visuals,Linear Regression Explained,document,46,0.14,0
U2734,S3734,C004,desktop,2025-05-17 22:56:17,1269,94,4,Excellent and very engaging content,Linear Regression Explained,quiz,83,0.6,1
U2735,S3735,C005,mobile,2025-05-17 11:29:30,490,28,1,"Not much depth, but okay",Basics of Web Development,quiz,65,0.07,0
U2736,S3736,C004,tablet,2025-05-21 07:27:08,650,44,1,Too basic for my level,Linear Regression Explained,document,42,0.14,0
U2737,S3737,C001,tablet,2025-05-20 06:24:52,532,34,0,Needs better visuals,Introduction to Machine Learning,quiz,43,0.09,0
U2738,S3738,C003,desktop,2025-05-24 23:31:18,1314,88,4,Very detailed and easy to follow,Data Structures in Python,quiz,97,0.58,1
U2739,S3739,C002,mobile,2025-06-09 06:55:05,1523,72,3,Very detailed and easy to follow,Deep Learning Basics,video,87,0.55,1
U2740,S3740,C003,tablet,2025-05-27 10:07:56,1155,96,5,Very detailed and easy to follow,Data Structures in Python,quiz,96,0.55,1
U2741,S3741,C003,tablet,2025-06-08 13:23:23,843,25,1,Too fast and less interactive,Data Structures in Python,quiz,45,0.11,0
U2742,S3742,C002,tablet,2025-05-20 17:39:40,1633,74,5,Detailed explanation and examples,Deep Learning Basics,quiz,84,0.6,1
U2743,S3743,C004,desktop,2025-05-23 15:38:46,710,29,1,"Not much depth, but okay",Linear Regression Explained,document,56,0.1,0
U2744,S3744,C004,mobile,2025-05-19 05:36:42,607,20,0,Needs better visuals,Linear Regression Explained,quiz,48,0.06,0
U2745,S3745,C003,desktop,2025-05-25 09:30:29,1627,98,3,Informative and well-paced,Data Structures in Python,video,81,0.8,1
U2746,S3746,C002,mobile,2025-05-19 16:08:41,1782,75,4,Informative and well-paced,Deep Learning Basics,document,85,0.67,1
U2747,S3747,C005,desktop,2025-05-24 06:36:37,658,22,0,I couldn’t understand the topic,Basics of Web Development,document,48,0.07,0
U2748,S3748,C001,tablet,2025-06-06 01:54:54,1688,69,3,Good pace but some examples missing,Introduction to Machine Learning,quiz,94,0.58,1
U2749,S3749,C003,mobile,2025-05-27 23:31:15,420,36,1,Too fast and less interactive,Data Structures in Python,quiz,56,0.08,0
U2750,S3750,C005,mobile,2025-05-20 17:49:56,748,29,0,Needs better visuals,Basics of Web Development,document,57,0.11,0
U2751,S3751,C002,desktop,2025-06-06 13:02:50,1772,81,4,Informative and well-paced,Deep Learning Basics,document,81,0.72,1
U2752,S3752,C001,tablet,2025-05-27 21:18:42,1599,70,5,Excellent and very engaging content,Introduction to Machine Learning,video,95,0.56,1
U2753,S3753,C005,desktop,2025-05-25 06:17:05,671,27,1,"Not much depth, but okay",Basics of Web Development,document,62,0.09,0
U2754,S3754,C001,tablet,2025-06-14 15:46:58,586,46,1,Needs better visuals,Introduction to Machine Learning,document,48,0.13,0
U2755,S3755,C004,tablet,2025-05-27 19:34:45,1365,65,3,Informative and well-paced,Linear Regression Explained,video,83,0.44,1
U2756,S3756,C005,mobile,2025-05-28 23:01:31,744,41,1,"Not much depth, but okay",Basics of Web Development,quiz,43,0.15,0
U2757,S3757,C005,tablet,2025-06-11 04:07:50,831,47,1,Needs better visuals,Basics of Web Development,video,41,0.2,0
U2758,S3758,C005,tablet,2025-05-27 08:13:55,1589,66,3,Excellent and very engaging content,Basics of Web Development,quiz,87,0.52,1
U2759,S3759,C005,mobile,2025-06-06 08:48:06,1735,62,4,Informative and well-paced,Basics of Web Development,document,100,0.54,1
U2760,S3760,C005,tablet,2025-06-11 13:02:55,708,46,1,Too fast and less interactive,Basics of Web Development,video,61,0.16,0
U2761,S3761,C005,desktop,2025-06-13 09:45:41,636,23,1,Too fast and less interactive,Basics of Web Development,quiz,53,0.07,0
U2762,S3762,C004,mobile,2025-06-14 19:11:46,652,31,0,"Not much depth, but okay",Linear Regression Explained,video,48,0.1,0
U2763,S3763,C003,mobile,2025-06-02 19:43:33,1650,76,3,Detailed explanation and examples,Data Structures in Python,quiz,86,0.63,1
U2764,S3764,C003,tablet,2025-05-18 11:46:08,1356,71,4,Excellent and very engaging content,Data Structures in Python,document,82,0.48,1
U2765,S3765,C005,tablet,2025-05-19 17:40:37,1233,80,4,Very detailed and easy to follow,Basics of Web Development,quiz,83,0.49,1
U2766,S3766,C004,mobile,2025-06-02 07:26:57,1654,71,4,Excellent and very engaging content,Linear Regression Explained,quiz,86,0.59,1
U2767,S3767,C004,mobile,2025-05-21 03:59:51,748,48,1,I couldn’t understand the topic,Linear Regression Explained,video,64,0.18,0
U2768,S3768,C003,desktop,2025-06-07 08:24:32,895,29,1,Needs better visuals,Data Structures in Python,quiz,64,0.13,0
U2769,S3769,C002,mobile,2025-06-11 11:15:48,1077,72,3,Detailed explanation and examples,Deep Learning Basics,quiz,82,0.39,1
U2770,S3770,C004,mobile,2025-05-23 04:03:41,648,37,1,I couldn’t understand the topic,Linear Regression Explained,document,52,0.12,0
U2771,S3771,C001,tablet,2025-06-01 21:39:35,1300,99,5,Excellent and very engaging content,Introduction to Machine Learning,video,82,0.64,1
U2772,S3772,C004,desktop,2025-05-27 10:04:37,458,41,1,"Not much depth, but okay",Linear Regression Explained,video,40,0.09,0
U2773,S3773,C002,desktop,2025-06-04 13:58:08,1450,73,3,Excellent and very engaging content,Deep Learning Basics,video,80,0.53,1
U2774,S3774,C001,tablet,2025-05-18 03:49:50,1449,86,5,Detailed explanation and examples,Introduction to Machine Learning,video,97,0.62,1
U2775,S3775,C004,desktop,2025-05-21 17:55:31,1594,85,5,Informative and well-paced,Linear Regression Explained,quiz,98,0.68,1
U2776,S3776,C003,tablet,2025-05-25 21:47:23,1372,76,4,Excellent and very engaging content,Data Structures in Python,video,91,0.52,1
U2777,S3777,C003,tablet,2025-05-17 21:42:29,437,30,0,Needs better visuals,Data Structures in Python,quiz,65,0.07,0
U2778,S3778,C002,desktop,2025-05-20 00:59:15,1519,90,5,Very detailed and easy to follow,Deep Learning Basics,quiz,90,0.68,1
U2779,S3779,C002,tablet,2025-06-06 00:00:57,867,46,0,Too basic for my level,Deep Learning Basics,quiz,54,0.2,0
U2780,S3780,C001,mobile,2025-05-19 02:55:54,1509,97,4,Good pace but some examples missing,Introduction to Machine Learning,video,82,0.73,1
U2781,S3781,C005,mobile,2025-05-28 02:09:22,1058,82,4,Very detailed and easy to follow,Basics of Web Development,quiz,84,0.43,1
U2782,S3782,C003,desktop,2025-06-15 22:26:28,1282,96,4,Detailed explanation and examples,Data Structures in Python,document,80,0.62,1
U2783,S3783,C004,tablet,2025-05-31 21:33:13,1136,85,3,Excellent and very engaging content,Linear Regression Explained,quiz,94,0.48,1
U2784,S3784,C003,mobile,2025-06-07 17:33:14,820,50,1,Needs better visuals,Data Structures in Python,quiz,44,0.2,0
U2785,S3785,C005,mobile,2025-05-26 01:06:04,1624,63,5,Detailed explanation and examples,Basics of Web Development,video,91,0.51,1
U2786,S3786,C001,tablet,2025-06-09 13:54:59,723,43,0,I couldn’t understand the topic,Introduction to Machine Learning,video,63,0.16,0
U2787,S3787,C005,desktop,2025-06-06 04:02:43,1030,91,5,Excellent and very engaging content,Basics of Web Development,video,83,0.47,1
U2788,S3788,C001,mobile,2025-06-15 04:20:04,1701,84,4,Informative and well-paced,Introduction to Machine Learning,video,92,0.71,1
U2789,S3789,C003,desktop,2025-06-15 13:49:53,663,25,1,"Not much depth, but okay",Data Structures in Python,video,48,0.08,0
U2790,S3790,C002,mobile,2025-05-23 03:30:47,1232,82,5,Very detailed and easy to follow,Deep Learning Basics,document,100,0.51,1
U2791,S3791,C004,desktop,2025-06-06 01:46:35,1020,98,3,Very detailed and easy to follow,Linear Regression Explained,quiz,97,0.5,1
U2792,S3792,C003,desktop,2025-06-11 21:44:05,841,20,0,"Not much depth, but okay",Data Structures in Python,document,50,0.08,0
U2793,S3793,C001,tablet,2025-05-19 03:44:02,1071,71,3,Detailed explanation and examples,Introduction to Machine Learning,document,100,0.38,1
U2794,S3794,C002,tablet,2025-05-20 16:31:34,653,23,0,Too basic for my level,Deep Learning Basics,quiz,59,0.08,0
U2795,S3795,C002,mobile,2025-05-18 15:07:16,1790,71,5,Informative and well-paced,Deep Learning Basics,video,84,0.64,1
U2796,S3796,C005,desktop,2025-06-15 10:51:47,1123,79,4,Excellent and very engaging content,Basics of Web Development,quiz,83,0.44,1
U2797,S3797,C002,tablet,2025-05-23 18:15:03,1102,91,3,Good pace but some examples missing,Deep Learning Basics,quiz,99,0.5,1
U2798,S3798,C003,mobile,2025-06-04 04:24:47,1561,84,4,Detailed explanation and examples,Data Structures in Python,video,83,0.66,1
U2799,S3799,C003,desktop,2025-06-14 12:30:43,545,50,1,"Not much depth, but okay",Data Structures in Python,video,46,0.14,0
U2800,S3800,C003,desktop,2025-05-18 18:27:46,1491,97,3,Very detailed and easy to follow,Data Structures in Python,quiz,96,0.72,1
U2801,S3801,C003,tablet,2025-06-03 08:31:25,1719,94,5,Detailed explanation and examples,Data Structures in Python,quiz,92,0.81,1
U2802,S3802,C002,mobile,2025-06-01 22:54:18,758,44,0,"Not much depth, but okay",Deep Learning Basics,document,49,0.17,0
U2803,S3803,C004,mobile,2025-05-22 15:10:28,324,35,0,Needs better visuals,Linear Regression Explained,document,50,0.06,0
U2804,S3804,C005,mobile,2025-06-09 13:03:16,594,44,0,Too fast and less interactive,Basics of Web Development,video,56,0.13,0
U2805,S3805,C001,mobile,2025-05-18 07:49:27,1765,96,5,Excellent and very engaging content,Introduction to Machine Learning,quiz,85,0.85,1
U2806,S3806,C001,tablet,2025-06-12 21:41:31,610,32,0,Needs better visuals,Introduction to Machine Learning,video,51,0.1,0
U2807,S3807,C004,tablet,2025-06-05 21:28:51,1182,92,4,Good pace but some examples missing,Linear Regression Explained,video,81,0.54,1
U2808,S3808,C004,desktop,2025-06-04 23:27:23,1729,80,3,Informative and well-paced,Linear Regression Explained,video,86,0.69,1
U2809,S3809,C005,tablet,2025-06-13 13:05:19,1046,84,3,Excellent and very engaging content,Basics of Web Development,video,83,0.44,1
U2810,S3810,C002,tablet,2025-06-01 17:25:37,1338,71,4,Excellent and very engaging content,Deep Learning Basics,document,87,0.47,1
U2811,S3811,C001,desktop,2025-06-10 04:35:49,552,39,1,Needs better visuals,Introduction to Machine Learning,quiz,53,0.11,0
U2812,S3812,C003,desktop,2025-05-29 14:29:43,1669,77,4,Informative and well-paced,Data Structures in Python,document,80,0.64,1
U2813,S3813,C004,mobile,2025-05-22 02:07:34,1194,91,4,Very detailed and easy to follow,Linear Regression Explained,quiz,99,0.54,1
U2814,S3814,C004,desktop,2025-06-10 11:55:07,1459,68,5,Very detailed and easy to follow,Linear Regression Explained,quiz,87,0.5,1
U2815,S3815,C001,desktop,2025-05-20 10:08:06,800,22,0,Too basic for my level,Introduction to Machine Learning,video,57,0.09,0
U2816,S3816,C003,tablet,2025-05-26 08:09:47,1711,85,4,Excellent and very engaging content,Data Structures in Python,document,97,0.73,1
U2817,S3817,C005,mobile,2025-05-24 20:44:31,422,32,0,Needs better visuals,Basics of Web Development,document,42,0.07,0
U2818,S3818,C002,desktop,2025-06-02 04:56:52,1036,90,4,Very detailed and easy to follow,Deep Learning Basics,video,83,0.47,1
U2819,S3819,C001,mobile,2025-06-14 14:09:44,369,27,1,Too basic for my level,Introduction to Machine Learning,document,59,0.05,0
U2820,S3820,C002,mobile,2025-06-09 00:56:12,1042,92,3,Excellent and very engaging content,Deep Learning Basics,video,86,0.48,1
U2821,S3821,C005,desktop,2025-06-01 19:14:20,1349,76,3,Informative and well-paced,Basics of Web Development,video,91,0.51,1
U2822,S3822,C001,mobile,2025-06-13 23:05:56,598,36,0,I couldn’t understand the topic,Introduction to Machine Learning,quiz,47,0.11,0
U2823,S3823,C002,mobile,2025-06-10 18:35:48,1449,61,4,Good pace but some examples missing,Deep Learning Basics,quiz,82,0.44,1
U2824,S3824,C005,mobile,2025-06-13 01:16:18,1146,95,4,Very detailed and easy to follow,Basics of Web Development,quiz,81,0.54,1
U2825,S3825,C001,mobile,2025-05-19 19:32:59,1017,99,5,Excellent and very engaging content,Introduction to Machine Learning,document,85,0.5,1
U2826,S3826,C001,desktop,2025-05-31 08:55:11,1700,74,3,Very detailed and easy to follow,Introduction to Machine Learning,quiz,92,0.63,1
U2827,S3827,C001,mobile,2025-05-28 03:50:13,1122,74,5,Detailed explanation and examples,Introduction to Machine Learning,quiz,81,0.42,1
U2828,S3828,C001,desktop,2025-06-14 12:45:55,1487,96,5,Excellent and very engaging content,Introduction to Machine Learning,quiz,92,0.71,1
U2829,S3829,C005,mobile,2025-06-12 11:41:05,1766,75,5,Detailed explanation and examples,Basics of Web Development,document,95,0.66,1
U2830,S3830,C003,tablet,2025-06-08 07:38:33,1156,89,5,Good pace but some examples missing,Data Structures in Python,video,91,0.51,1
U2831,S3831,C003,tablet,2025-06-15 05:28:16,1397,76,3,Very detailed and easy to follow,Data Structures in Python,document,91,0.53,1
U2832,S3832,C003,desktop,2025-06-15 10:02:13,720,42,0,I couldn’t understand the topic,Data Structures in Python,quiz,52,0.15,0
U2833,S3833,C003,desktop,2025-06-13 20:56:07,1431,86,4,Informative and well-paced,Data Structures in Python,document,94,0.62,1
U2834,S3834,C004,mobile,2025-05-19 11:48:28,708,24,0,I couldn’t understand the topic,Linear Regression Explained,quiz,47,0.08,0
U2835,S3835,C002,tablet,2025-06-03 05:21:30,672,48,1,"Not much depth, but okay",Deep Learning Basics,document,57,0.16,0
U2836,S3836,C003,desktop,2025-06-07 23:48:28,781,23,1,Needs better visuals,Data Structures in Python,document,49,0.09,0
U2837,S3837,C001,desktop,2025-06-11 10:00:05,864,48,0,"Not much depth, but okay",Introduction to Machine Learning,quiz,61,0.21,0
U2838,S3838,C004,desktop,2025-05-19 18:53:51,1024,73,4,Good pace but some examples missing,Linear Regression Explained,document,98,0.37,1
U2839,S3839,C005,desktop,2025-05-28 17:35:41,1588,72,3,Excellent and very engaging content,Basics of Web Development,document,93,0.57,1
U2840,S3840,C002,tablet,2025-06-08 02:20:11,798,30,0,Too fast and less interactive,Deep Learning Basics,video,61,0.12,0
U2841,S3841,C001,desktop,2025-06-07 10:58:28,354,30,0,Too basic for my level,Introduction to Machine Learning,video,50,0.05,0
U2842,S3842,C002,desktop,2025-05-24 00:22:01,367,31,1,"Not much depth, but okay",Deep Learning Basics,document,58,0.06,0
U2843,S3843,C003,tablet,2025-06-09 22:42:06,610,23,0,I couldn’t understand the topic,Data Structures in Python,document,44,0.07,0
U2844,S3844,C001,tablet,2025-05-30 20:55:06,1419,70,5,Informative and well-paced,Introduction to Machine Learning,quiz,97,0.5,1
U2845,S3845,C003,tablet,2025-06-04 22:58:27,1255,67,5,Informative and well-paced,Data Structures in Python,video,84,0.42,1
U2846,S3846,C001,desktop,2025-06-16 06:22:10,1484,84,4,Very detailed and easy to follow,Introduction to Machine Learning,quiz,85,0.62,1
U2847,S3847,C003,mobile,2025-06-11 19:43:39,1186,88,3,Detailed explanation and examples,Data Structures in Python,document,95,0.52,1
U2848,S3848,C003,desktop,2025-06-02 23:57:31,1070,71,3,Excellent and very engaging content,Data Structures in Python,quiz,99,0.38,1
U2849,S3849,C004,desktop,2025-06-06 04:47:24,501,50,1,Too fast and less interactive,Linear Regression Explained,document,49,0.13,0
U2850,S3850,C005,mobile,2025-05-29 02:24:39,727,25,1,I couldn’t understand the topic,Basics of Web Development,quiz,48,0.09,0
U2851,S3851,C003,tablet,2025-05-22 07:12:13,1024,91,4,Very detailed and easy to follow,Data Structures in Python,quiz,85,0.47,1
U2852,S3852,C002,tablet,2025-06-02 05:35:12,759,33,1,Too basic for my level,Deep Learning Basics,quiz,41,0.13,0
U2853,S3853,C004,tablet,2025-05-22 22:07:00,864,21,0,Too fast and less interactive,Linear Regression Explained,quiz,59,0.09,0
U2854,S3854,C005,desktop,2025-06-01 16:08:09,504,48,1,"Not much depth, but okay",Basics of Web Development,video,52,0.12,0
U2855,S3855,C003,tablet,2025-06-07 11:40:50,675,45,1,Too basic for my level,Data Structures in Python,video,53,0.15,0
U2856,S3856,C003,tablet,2025-06-11 06:33:23,497,35,1,Too fast and less interactive,Data Structures in Python,document,48,0.09,0
U2857,S3857,C001,tablet,2025-06-13 03:46:19,1521,67,3,Very detailed and easy to follow,Introduction to Machine Learning,video,84,0.51,1
U2858,S3858,C001,desktop,2025-06-08 23:11:12,457,38,0,Too fast and less interactive,Introduction to Machine Learning,video,64,0.09,0
U2859,S3859,C001,tablet,2025-05-20 11:42:28,649,47,0,Needs better visuals,Introduction to Machine Learning,quiz,44,0.15,0
U2860,S3860,C004,tablet,2025-05-27 02:10:59,1680,66,5,Very detailed and easy to follow,Linear Regression Explained,quiz,83,0.55,1
U2861,S3861,C002,desktop,2025-05-23 12:17:53,1083,71,3,Very detailed and easy to follow,Deep Learning Basics,document,82,0.38,1
U2862,S3862,C002,desktop,2025-05-24 23:58:29,381,32,1,Needs better visuals,Deep Learning Basics,video,60,0.06,0
U2863,S3863,C004,desktop,2025-05-27 16:41:37,1507,98,5,Informative and well-paced,Linear Regression Explained,document,85,0.74,1
U2864,S3864,C005,desktop,2025-06-08 22:27:15,1519,60,3,Good pace but some examples missing,Basics of Web Development,document,85,0.46,1
U2865,S3865,C002,tablet,2025-06-02 01:24:27,1193,67,5,Good pace but some examples missing,Deep Learning Basics,video,82,0.4,1
U2866,S3866,C003,desktop,2025-06-10 19:17:06,603,39,1,Too basic for my level,Data Structures in Python,video,56,0.12,0
U2867,S3867,C004,mobile,2025-05-25 09:31:27,1753,75,5,Excellent and very engaging content,Linear Regression Explained,document,80,0.66,1
U2868,S3868,C002,desktop,2025-06-05 02:25:19,805,31,0,"Not much depth, but okay",Deep Learning Basics,video,59,0.12,0
U2869,S3869,C004,desktop,2025-05-27 18:11:14,1690,65,4,Excellent and very engaging content,Linear Regression Explained,quiz,98,0.55,1
